Row_ID,As_Of_Date,City,City_Tier,City_Multiplier,Labor_Day_Rate_Min,Labor_Day_Rate_Max,Room_Type,Area_Sqft,Renovation_Level,Paint_Quality,Floor_Type,Floor_Quality,Ceiling_Type,Ceiling_Quality,Has_Electrical,Furniture_Level,Kitchen_Package,Bathroom_Package,Painting_Material_Cost,Painting_Labor_Cost,Flooring_Material_Cost,Flooring_Labor_Cost,Ceiling_Material_Cost,Ceiling_Labor_Cost,Electrical_Material_Cost,Electrical_Labor_Cost,Kitchen_Package_Cost,Bathroom_Package_Cost,Plumbing_Cost,Furniture_Cost,Wastage_Sundries_Cost,Contractor_Overhead_Cost,GST_Amount,Grand_Total,Total_Cost_per_Sqft
3250,2025-07-09,11,1,0.9,480,620,4,545,1,1,5,2,2,2,1,1,4,1,15348.0,1591.0,81937.0,2084.0,0.0,0.0,55111.0,1533.0,212092.0,0.0,31920.0,0.0,27234.0,118878.0,98591,646319.0,1185.91
3251,2025-07-09,10,2,0.95,550,700,6,318,1,2,1,0,3,1,1,3,2,1,9428.0,857.0,93921.0,1649.0,47547.0,1482.0,33751.0,1114.0,0.0,0.0,0.0,116310.0,25340.0,92430.0,76289,500118.0,1572.7
3252,2025-07-09,22,1,0.9,480,620,4,220,0,1,0,2,2,2,0,1,0,1,7429.0,637.0,36194.0,820.0,0.0,0.0,0.0,0.0,154318.0,0.0,52692.0,0.0,13820.0,35797.0,54307,356014.0,1618.25
3253,2025-07-09,11,1,0.9,480,620,5,355,1,0,4,2,2,2,1,1,2,1,6781.0,676.0,232232.0,1674.0,0.0,0.0,42592.0,965.0,0.0,0.0,0.0,0.0,26301.0,80918.0,70585,462725.0,1303.45
3254,2025-07-09,14,3,1.3,800,950,1,312,1,2,0,3,0,3,1,0,2,1,9538.0,1332.0,54959.0,2027.0,55101.0,2008.0,56172.0,1173.0,0.0,0.0,0.0,62052.0,19284.0,62801.0,58760,385207.0,1234.64
3255,2025-07-09,19,1,0.9,480,620,2,428,1,2,0,3,1,4,1,0,2,1,12440.0,844.0,41059.0,1642.0,77931.0,1433.0,38966.0,1259.0,0.0,0.0,0.0,55155.0,15181.0,71065.0,57056,374031.0,873.91
3256,2025-07-09,4,3,1.1,650,800,3,496,1,1,5,2,3,4,1,0,2,1,22089.0,1838.0,110342.0,3078.0,79767.0,2146.0,40111.0,1915.0,0.0,0.0,0.0,45203.0,16343.0,82139.0,72895,477866.0,963.44
3257,2025-07-09,14,3,1.3,800,950,6,441,2,3,0,3,2,2,1,3,2,1,16368.0,2038.0,54855.0,2297.0,0.0,0.0,49987.0,2263.0,0.0,0.0,0.0,109094.0,18126.0,52119.0,55286,362433.0,821.84
3258,2025-07-09,17,1,0.88,450,600,2,95,1,0,0,1,3,3,1,0,2,1,1531.0,585.0,16028.0,558.0,9955.0,491.0,8612.0,507.0,0.0,0.0,0.0,53044.0,6480.0,25567.0,22205,145563.0,1532.25
3259,2025-07-09,9,2,0.96,550,700,4,391,0,0,0,0,3,4,1,1,0,1,6478.0,1242.0,47102.0,1887.0,45231.0,1294.0,53060.0,1585.0,149086.0,0.0,55555.0,0.0,30956.0,40602.0,78134,512213.0,1310.01
3260,2025-07-09,8,3,1.15,700,850,5,499,2,3,6,3,2,2,0,2,2,1,18273.0,1717.0,88670.0,3173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315406.0,34448.0,99119.0,100945,661751.0,1326.16
3261,2025-07-09,19,1,0.9,480,620,1,212,0,3,4,1,2,2,1,0,2,1,3799.0,614.0,145376.0,824.0,0.0,0.0,22863.0,633.0,0.0,0.0,0.0,71679.0,16499.0,25562.0,51813,339663.0,1602.19
3262,2025-07-09,12,3,1.0,600,750,0,241,2,3,5,3,2,2,1,1,2,3,5026.0,696.0,33695.0,1090.0,0.0,0.0,23725.0,812.0,0.0,112899.0,55891.0,0.0,12313.0,57757.0,54703,358606.0,1487.99
3263,2025-07-09,16,2,0.95,520,680,3,247,1,0,4,1,3,4,1,1,2,1,6392.0,722.0,276751.0,1375.0,20729.0,800.0,19173.0,822.0,0.0,0.0,0.0,0.0,18288.0,83652.0,77167,505871.0,2048.06
3264,2025-07-09,4,3,1.1,650,800,5,545,2,0,5,3,2,2,0,0,2,1,10819.0,1578.0,64316.0,2791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41382.0,10515.0,27078.0,28526,187005.0,343.13
3265,2025-07-09,10,2,0.95,550,700,3,332,2,3,6,0,2,2,1,1,2,1,6738.0,839.0,58096.0,1631.0,0.0,0.0,23367.0,1239.0,0.0,0.0,0.0,0.0,5087.0,16268.0,20388,133653.0,402.57
3266,2025-07-09,19,1,0.9,480,620,6,477,2,0,2,3,2,2,1,1,2,1,11570.0,1413.0,57108.0,2520.0,0.0,0.0,63683.0,1094.0,0.0,0.0,0.0,0.0,11793.0,29126.0,32095,210401.0,441.09
3267,2025-07-09,1,3,1.25,750,900,2,269,0,2,0,3,2,2,1,0,2,1,9229.0,1304.0,39213.0,1619.0,0.0,0.0,47549.0,1264.0,0.0,0.0,0.0,41339.0,7240.0,21086.0,30572,200417.0,745.04
3268,2025-07-09,12,3,1.0,600,750,0,195,1,3,3,1,2,2,1,1,2,2,5792.0,677.0,120142.0,963.0,0.0,0.0,17624.0,866.0,0.0,247136.0,92156.0,0.0,47047.0,131046.0,119421,782869.0,4014.71
3269,2025-07-09,17,1,0.88,450,600,6,327,2,3,5,3,1,3,0,3,2,1,6231.0,703.0,32035.0,1310.0,64587.0,847.0,0.0,0.0,0.0,0.0,0.0,74354.0,13531.0,34933.0,41135,269666.0,824.67
3270,2025-07-09,6,3,1.2,750,900,4,187,0,3,0,1,0,0,0,1,0,1,7661.0,811.0,45069.0,1315.0,18666.0,1063.0,0.0,0.0,143500.0,0.0,63038.0,0.0,19123.0,40201.0,61280,401728.0,2148.28
3271,2025-07-09,17,1,0.88,450,600,0,498,2,2,3,1,2,2,0,1,2,3,10105.0,1033.0,208194.0,2070.0,0.0,0.0,0.0,0.0,0.0,175789.0,38802.0,0.0,40497.0,73247.0,98953,648689.0,1302.59
3272,2025-07-09,14,3,1.3,800,950,6,351,0,2,0,0,2,2,0,0,2,1,15695.0,1539.0,35693.0,2603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84213.0,12893.0,18586.0,30820,202042.0,575.62
3273,2025-07-09,7,1,0.92,500,640,1,242,1,0,4,0,2,2,1,0,2,1,4409.0,686.0,174742.0,956.0,0.0,0.0,25395.0,642.0,0.0,0.0,0.0,59095.0,21614.0,70470.0,64442,422450.0,1745.66
3274,2025-07-09,7,1,0.92,500,640,3,427,0,2,0,2,2,2,0,0,2,1,11738.0,990.0,52963.0,1538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41180.0,6936.0,14635.0,23396,153376.0,359.2
3275,2025-07-09,0,3,1.05,600,750,2,454,1,1,2,0,1,3,1,0,2,1,20618.0,1401.0,52071.0,3436.0,116437.0,1868.0,71034.0,1206.0,0.0,0.0,0.0,63210.0,20727.0,111642.0,83457,547106.0,1205.08
3276,2025-07-09,17,1,0.88,450,600,0,429,0,3,5,3,2,2,0,1,2,0,10401.0,789.0,50467.0,1753.0,0.0,0.0,0.0,0.0,0.0,62625.0,38803.0,0.0,14134.0,19616.0,35746,234334.0,546.23
3277,2025-07-09,0,3,1.05,600,750,2,501,0,1,5,3,2,2,1,3,2,1,21171.0,1265.0,57164.0,2256.0,0.0,0.0,64088.0,1595.0,0.0,0.0,0.0,88903.0,13891.0,25772.0,49699,325804.0,650.31
3278,2025-07-09,7,1,0.92,500,640,5,442,0,0,4,3,2,2,1,3,2,1,11871.0,895.0,261228.0,1713.0,0.0,0.0,42557.0,1401.0,0.0,0.0,0.0,163506.0,29547.0,52182.0,101682,666583.0,1508.11
3279,2025-07-09,7,1,0.92,500,640,4,467,0,2,0,0,2,2,0,1,0,1,10930.0,912.0,36185.0,2389.0,0.0,0.0,0.0,0.0,250755.0,0.0,30232.0,0.0,22471.0,45402.0,71870,471147.0,1008.88
3280,2025-07-09,16,2,0.95,520,680,4,77,1,3,0,3,1,4,1,1,1,1,2304.0,643.0,9323.0,634.0,9061.0,622.0,8205.0,597.0,711608.0,0.0,30308.0,0.0,69894.0,215752.0,190611,1249562.0,16228.08
3281,2025-07-09,7,1,0.92,500,640,2,530,0,0,0,0,1,4,0,1,2,1,13827.0,1001.0,35425.0,2611.0,83946.0,1754.0,0.0,0.0,0.0,0.0,0.0,0.0,13307.0,15796.0,30180,197846.0,373.29
3282,2025-07-09,11,1,0.9,480,620,3,286,1,2,6,3,2,2,1,1,2,1,7722.0,582.0,39486.0,1538.0,0.0,0.0,29270.0,740.0,0.0,0.0,0.0,0.0,4102.0,20152.0,18646,122238.0,427.41
3283,2025-07-09,5,2,0.95,520,660,3,459,2,3,6,1,1,4,1,0,2,1,8176.0,1230.0,125505.0,2880.0,63811.0,1857.0,33619.0,1060.0,0.0,0.0,0.0,51320.0,20207.0,58181.0,66212,434058.0,945.66
3284,2025-07-09,16,2,0.95,520,680,3,343,1,3,5,3,2,2,0,3,2,1,7236.0,975.0,44908.0,1716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129227.0,17747.0,59268.0,46994,308071.0,898.16
3285,2025-07-09,12,3,1.0,600,750,2,521,2,3,1,2,0,4,1,3,2,1,12665.0,1665.0,214341.0,2581.0,71529.0,2191.0,78907.0,2041.0,0.0,0.0,0.0,150535.0,35767.0,102463.0,121444,796132.0,1528.08
3286,2025-07-09,16,2,0.95,520,680,0,158,0,3,0,3,2,2,0,1,2,0,4575.0,644.0,14722.0,627.0,0.0,0.0,0.0,0.0,0.0,106014.0,64393.0,0.0,13980.0,23872.0,41189,270016.0,1708.96
3287,2025-07-09,15,1,0.94,520,660,0,329,0,1,0,1,2,2,0,1,2,0,13976.0,738.0,47305.0,1727.0,0.0,0.0,0.0,0.0,0.0,87701.0,68111.0,0.0,16897.0,27664.0,47542,311661.0,947.3
3288,2025-07-09,16,2,0.95,520,680,3,189,0,1,4,3,0,3,1,0,2,1,7843.0,587.0,109089.0,875.0,34693.0,760.0,14251.0,721.0,0.0,0.0,0.0,36406.0,17099.0,24011.0,44341,290677.0,1537.97
3289,2025-07-09,8,3,1.15,700,850,2,183,0,0,0,0,3,3,0,1,2,1,4306.0,705.0,19430.0,874.0,25443.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0,4460.0,5588.0,11121,72904.0,398.38
3290,2025-07-09,0,3,1.05,600,750,1,239,1,3,3,2,2,2,1,1,2,1,6814.0,684.0,68262.0,1211.0,0.0,0.0,22096.0,752.0,0.0,0.0,0.0,0.0,6089.0,29147.0,24310,159365.0,666.8
3291,2025-07-09,12,3,1.0,600,750,5,257,1,1,4,3,1,4,1,0,2,1,10153.0,705.0,203746.0,2114.0,48057.0,1269.0,26201.0,977.0,0.0,0.0,0.0,56139.0,19452.0,105857.0,85441,560111.0,2179.42
3292,2025-07-09,20,2,1.0,550,700,2,475,1,0,0,2,1,3,1,0,2,1,12491.0,1211.0,79810.0,2412.0,81495.0,2034.0,75370.0,1894.0,0.0,0.0,0.0,34425.0,19494.0,74823.0,69383,454841.0,957.56
3293,2025-07-09,19,1,0.9,480,620,0,197,0,3,5,3,2,2,0,1,2,0,5818.0,504.0,29710.0,855.0,0.0,0.0,0.0,0.0,0.0,105237.0,63086.0,0.0,19851.0,25857.0,45165,296083.0,1502.96
3294,2025-07-09,19,1,0.9,480,620,0,81,1,3,5,2,2,2,1,1,2,2,2470.0,563.0,14039.0,555.0,0.0,0.0,8367.0,580.0,0.0,256639.0,41383.0,0.0,20779.0,99976.0,80163,525514.0,6487.82
3295,2025-07-09,14,3,1.3,800,950,2,385,1,2,0,2,3,4,1,0,2,1,17472.0,1454.0,63622.0,3149.0,47386.0,1575.0,79707.0,1450.0,0.0,0.0,0.0,67338.0,24371.0,98820.0,73142,479486.0,1245.42
3296,2025-07-09,16,2,0.95,520,680,6,428,0,3,3,3,3,4,0,3,2,1,10921.0,959.0,176891.0,1988.0,49980.0,1406.0,0.0,0.0,0.0,0.0,0.0,128363.0,30950.0,49648.0,81199,532305.0,1243.7
3297,2025-07-09,22,1,0.9,480,620,6,199,0,3,4,3,1,4,0,0,2,1,3424.0,570.0,127483.0,1058.0,20162.0,746.0,0.0,0.0,0.0,0.0,0.0,39543.0,11741.0,23930.0,41158,269814.0,1355.85
3298,2025-07-09,17,1,0.88,450,600,5,501,0,3,4,0,2,2,0,1,2,1,10298.0,964.0,268626.0,2480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17090.0,29366.0,59189,388014.0,774.48
3299,2025-07-09,15,1,0.94,520,660,4,357,1,2,0,2,3,4,1,1,1,1,13389.0,746.0,48569.0,1440.0,31898.0,1437.0,29215.0,861.0,893530.0,0.0,33809.0,0.0,85285.0,364993.0,270931,1776103.0,4975.08
3300,2025-07-09,11,1,0.9,480,620,4,110,2,2,0,3,3,3,0,1,0,1,3922.0,518.0,13300.0,535.0,10560.0,616.0,0.0,0.0,108561.0,0.0,36213.0,0.0,16453.0,38504.0,41253,270434.0,2458.49
3301,2025-07-09,4,3,1.1,650,800,3,320,1,3,6,2,2,2,1,3,2,1,11569.0,985.0,96490.0,1736.0,0.0,0.0,24945.0,1188.0,0.0,0.0,0.0,176956.0,16086.0,80037.0,73799,483791.0,1511.85
3302,2025-07-09,10,2,0.95,550,700,2,137,0,2,0,2,2,2,0,1,2,1,4554.0,565.0,18499.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768.0,2467.0,5160,33824.0,246.89
3303,2025-07-09,18,3,1.2,700,850,4,368,1,3,3,3,1,4,1,1,3,1,8688.0,961.0,99216.0,2330.0,62423.0,1797.0,31063.0,1470.0,393183.0,0.0,41653.0,0.0,35635.0,212119.0,160297,1050834.0,2855.53
3304,2025-07-09,8,3,1.15,700,850,3,180,2,2,5,0,3,1,0,3,2,1,7935.0,730.0,36411.0,930.0,26599.0,1000.0,0.0,0.0,0.0,0.0,0.0,93065.0,13847.0,38334.0,39393,258245.0,1434.69
3305,2025-07-09,0,3,1.05,600,750,3,402,2,3,5,3,1,3,1,0,2,1,10044.0,1456.0,56625.0,1808.0,57734.0,1294.0,50578.0,1370.0,0.0,0.0,0.0,67144.0,12504.0,50851.0,56054,367462.0,914.08
3306,2025-07-09,14,3,1.3,800,950,1,477,0,3,5,0,3,0,1,0,2,1,18021.0,2100.0,58915.0,3765.0,91119.0,2600.0,71660.0,2324.0,0.0,0.0,0.0,70280.0,19005.0,36890.0,67802,444480.0,931.82
3307,2025-07-09,13,2,0.92,500,650,0,90,0,3,0,0,2,2,0,1,2,0,2338.0,574.0,10655.0,520.0,0.0,0.0,0.0,0.0,0.0,85284.0,43885.0,0.0,8042.0,20485.0,30921,202703.0,2252.25
3308,2025-07-09,16,2,0.95,520,680,1,320,2,0,2,0,2,2,0,3,2,1,9545.0,802.0,27854.0,1571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161552.0,11319.0,49526.0,47190,309359.0,966.75
3309,2025-07-09,2,2,0.93,500,640,4,536,1,2,0,2,2,2,1,1,1,1,17969.0,1503.0,95092.0,2138.0,0.0,0.0,70498.0,1789.0,691292.0,0.0,29514.0,0.0,61178.0,297503.0,228326,1496801.0,2792.54
3310,2025-07-09,5,2,0.95,520,660,3,213,2,2,3,3,2,2,1,0,2,1,6398.0,637.0,58658.0,1032.0,0.0,0.0,15821.0,726.0,0.0,0.0,0.0,51753.0,8398.0,29706.0,31163,204292.0,959.12
3311,2025-07-09,6,3,1.2,750,900,4,187,2,0,0,0,2,2,1,1,0,1,4414.0,857.0,31534.0,1322.0,0.0,0.0,34017.0,824.0,236214.0,0.0,60084.0,0.0,35833.0,72376.0,85946,563423.0,3012.96
3312,2025-07-09,15,1,0.94,520,660,1,533,0,1,0,3,1,4,1,3,2,1,21823.0,1565.0,64292.0,3573.0,81022.0,2236.0,46837.0,1863.0,0.0,0.0,0.0,82913.0,25865.0,34592.0,65985,432568.0,811.57
3313,2025-07-09,0,3,1.05,600,750,0,189,2,2,0,3,2,2,1,1,2,3,7127.0,731.0,22615.0,964.0,0.0,0.0,19100.0,714.0,0.0,230417.0,48123.0,0.0,17629.0,69256.0,75001,491676.0,2601.46
3314,2025-07-09,12,3,1.0,600,750,0,489,2,2,5,0,2,2,1,1,2,0,14445.0,2006.0,42022.0,2264.0,0.0,0.0,37943.0,1874.0,0.0,124055.0,68475.0,0.0,27900.0,67410.0,69911,458306.0,937.23
3315,2025-07-09,21,2,0.98,550,700,6,251,1,0,0,3,3,0,0,0,2,1,6823.0,579.0,21959.0,1359.0,16600.0,784.0,0.0,0.0,0.0,0.0,0.0,36839.0,5054.0,23274.0,20388,133658.0,532.5
3316,2025-07-09,6,3,1.2,750,900,1,346,2,3,6,3,2,2,1,0,2,1,14138.0,1168.0,104499.0,2190.0,0.0,0.0,51132.0,1223.0,0.0,0.0,0.0,77590.0,19216.0,47616.0,57379,376150.0,1087.14
3317,2025-07-09,7,1,0.92,500,640,3,130,0,0,0,3,0,4,1,1,2,1,2257.0,564.0,18819.0,659.0,15688.0,549.0,18392.0,546.0,0.0,0.0,0.0,0.0,3998.0,8162.0,12534,82169.0,632.07
3318,2025-07-09,9,2,0.96,550,700,1,501,2,1,5,2,2,2,1,1,2,1,17270.0,1280.0,90310.0,2319.0,0.0,0.0,68316.0,1450.0,0.0,0.0,0.0,0.0,17201.0,32389.0,41496,272032.0,542.98
3319,2025-07-09,1,3,1.25,750,900,0,546,2,1,3,3,2,2,1,1,2,3,21757.0,1800.0,153002.0,2848.0,0.0,0.0,89156.0,2121.0,0.0,139600.0,64228.0,0.0,37969.0,95852.0,109500,717833.0,1314.71
3320,2025-07-09,13,2,0.92,500,650,4,461,1,2,0,0,2,2,1,1,3,1,9727.0,999.0,33034.0,2422.0,0.0,0.0,35786.0,1175.0,544377.0,0.0,37913.0,0.0,61102.0,215600.0,169584,1111720.0,2411.54
3321,2025-07-09,20,2,1.0,550,700,5,198,1,0,5,0,2,2,1,1,2,1,4616.0,593.0,30450.0,964.0,0.0,0.0,22011.0,574.0,0.0,0.0,0.0,0.0,3979.0,19894.0,14955,98036.0,495.13
3322,2025-07-09,5,2,0.95,520,660,4,269,2,0,0,3,2,2,1,1,4,1,7259.0,705.0,30539.0,1147.0,0.0,0.0,34892.0,746.0,261913.0,0.0,40894.0,0.0,37523.0,79778.0,89171,584568.0,2173.11
3323,2025-07-09,21,2,0.98,550,700,0,241,0,3,5,3,2,2,1,1,2,0,5239.0,614.0,32932.0,897.0,0.0,0.0,30546.0,733.0,0.0,116983.0,62722.0,0.0,14897.0,28325.0,52900,346788.0,1438.95
3324,2025-07-09,12,3,1.0,600,750,2,451,2,2,0,3,1,1,1,3,2,1,18493.0,1165.0,45882.0,2520.0,69412.0,1693.0,54139.0,1705.0,0.0,0.0,0.0,162036.0,26800.0,71409.0,81946,537200.0,1191.13
3325,2025-07-09,2,2,0.93,500,640,5,520,1,2,3,3,3,3,1,0,2,1,20055.0,1105.0,145439.0,1967.0,92087.0,1983.0,59850.0,1580.0,0.0,0.0,0.0,51593.0,32563.0,125846.0,96132,630199.0,1211.92
3326,2025-07-09,1,3,1.25,750,900,0,409,1,3,0,2,2,2,1,1,2,2,14673.0,1820.0,80012.0,2689.0,0.0,0.0,69763.0,1892.0,0.0,510578.0,94557.0,0.0,53216.0,256075.0,195349,1280624.0,3131.11
3327,2025-07-09,17,1,0.88,450,600,1,441,0,0,2,2,0,0,0,1,2,1,9049.0,975.0,73447.0,2347.0,56097.0,1813.0,0.0,0.0,0.0,0.0,0.0,0.0,12642.0,15666.0,30966,203001.0,460.32
3328,2025-07-09,1,3,1.25,750,900,1,358,0,0,0,2,0,4,1,0,2,1,13240.0,1232.0,62508.0,2926.0,73780.0,1911.0,53877.0,1219.0,0.0,0.0,0.0,84734.0,24041.0,35451.0,63885,418805.0,1169.85
3329,2025-07-09,12,3,1.0,600,750,1,361,0,2,0,3,0,3,0,2,2,1,11207.0,1115.0,45518.0,2170.0,44102.0,1549.0,0.0,0.0,0.0,0.0,0.0,353945.0,38940.0,61587.0,100824,660957.0,1830.91
3330,2025-07-09,3,2,1.02,600,750,2,453,1,2,0,3,2,2,1,2,2,1,9982.0,1171.0,40527.0,2023.0,0.0,0.0,36585.0,1774.0,0.0,0.0,0.0,213939.0,16182.0,82008.0,72754,476946.0,1052.86
3331,2025-07-09,2,2,0.93,500,640,1,119,1,2,4,0,0,3,1,0,2,1,2845.0,549.0,63027.0,667.0,14032.0,592.0,13080.0,543.0,0.0,0.0,0.0,72800.0,12139.0,58343.0,42951,281570.0,2366.13
3332,2025-07-09,11,1,0.9,480,620,3,361,2,1,0,3,2,2,1,1,2,1,13460.0,1141.0,33722.0,1704.0,0.0,0.0,35903.0,1226.0,0.0,0.0,0.0,0.0,5759.0,14032.0,19250,126197.0,349.58
3333,2025-07-09,11,1,0.9,480,620,1,402,1,2,0,3,2,2,1,0,2,1,12826.0,1006.0,36423.0,1917.0,0.0,0.0,40657.0,1086.0,0.0,0.0,0.0,45128.0,8448.0,42686.0,34232,224409.0,558.23
3334,2025-07-09,2,2,0.93,500,640,2,268,0,3,5,3,2,2,1,3,2,1,7154.0,600.0,48227.0,1107.0,0.0,0.0,24849.0,746.0,0.0,0.0,0.0,82418.0,13073.0,21133.0,35875,235182.0,877.55
3335,2025-07-09,6,3,1.2,750,900,4,471,2,2,0,0,3,3,1,1,0,1,13419.0,1962.0,65275.0,3786.0,76951.0,2163.0,39789.0,1813.0,289099.0,0.0,64781.0,0.0,30232.0,119634.0,127603,836507.0,1776.02
3336,2025-07-09,8,3,1.15,700,850,3,509,2,3,3,0,1,4,1,2,2,1,15784.0,1830.0,218172.0,3289.0,79563.0,2554.0,91150.0,2008.0,0.0,0.0,0.0,390566.0,55290.0,169837.0,185408,1215452.0,2387.92
3337,2025-07-09,17,1,0.88,450,600,0,315,1,0,5,3,2,2,1,1,2,2,5021.0,632.0,38187.0,1443.0,0.0,0.0,37510.0,957.0,0.0,263577.0,68476.0,0.0,31193.0,124741.0,102912,674648.0,2141.74
3338,2025-07-09,19,1,0.9,480,620,0,161,2,1,5,2,2,2,1,1,2,3,5945.0,555.0,26664.0,841.0,0.0,0.0,22858.0,615.0,0.0,218418.0,41904.0,0.0,23157.0,71187.0,74186,486329.0,3020.68
3339,2025-07-09,16,2,0.95,520,680,6,164,2,2,0,2,3,3,1,3,2,1,5991.0,562.0,25490.0,994.0,18530.0,761.0,13259.0,664.0,0.0,0.0,0.0,155209.0,13393.0,52486.0,51721,339062.0,2067.45
3340,2025-07-09,14,3,1.3,800,950,1,133,2,1,4,2,0,3,0,0,2,1,4553.0,834.0,97795.0,823.0,22708.0,838.0,0.0,0.0,0.0,0.0,0.0,66828.0,15384.0,48595.0,46504,304862.0,2292.19
3341,2025-07-09,16,2,0.95,520,680,6,158,2,0,5,3,3,4,0,1,2,1,3463.0,607.0,27016.0,751.0,18492.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,3824.0,8418.0,11387,74646.0,472.45
3342,2025-07-09,15,1,0.94,520,660,0,426,2,3,0,3,2,2,1,1,2,0,8238.0,985.0,58574.0,2187.0,0.0,0.0,48330.0,1224.0,0.0,96781.0,77893.0,0.0,27248.0,68551.0,70202,460211.0,1080.31
3343,2025-07-09,12,3,1.0,600,750,6,366,1,0,5,0,3,4,1,0,2,1,7878.0,1078.0,61875.0,1899.0,57317.0,1690.0,48145.0,1190.0,0.0,0.0,0.0,74615.0,23831.0,87957.0,66146,433621.0,1184.76
3344,2025-07-09,22,1,0.9,480,620,4,98,0,3,5,2,2,2,1,1,0,1,2941.0,567.0,14945.0,492.0,0.0,0.0,14056.0,620.0,241752.0,0.0,41006.0,0.0,19518.0,39547.0,67580,443022.0,4520.64
3345,2025-07-09,13,2,0.92,500,650,2,360,2,3,2,3,2,2,1,3,2,1,9727.0,1266.0,45730.0,1666.0,0.0,0.0,47197.0,924.0,0.0,0.0,0.0,116411.0,18875.0,55508.0,53515,350819.0,974.5
3346,2025-07-09,9,2,0.96,550,700,6,458,0,3,0,0,3,4,0,0,2,1,11908.0,1503.0,56253.0,1860.0,50994.0,2210.0,0.0,0.0,0.0,0.0,0.0,40501.0,10990.0,24784.0,36181,237184.0,517.87
3347,2025-07-09,7,1,0.92,500,640,1,542,0,0,5,1,3,3,0,1,2,1,9573.0,1257.0,117038.0,2458.0,60923.0,2162.0,0.0,0.0,0.0,0.0,0.0,0.0,10623.0,22629.0,40799,267461.0,493.47
3348,2025-07-09,11,1,0.9,480,620,5,188,1,2,0,3,3,3,0,1,2,1,7100.0,618.0,21885.0,772.0,23430.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,2764.0,14387.0,12896,84544.0,449.7
3349,2025-07-09,6,3,1.2,750,900,4,389,1,1,0,2,3,3,1,1,4,1,12816.0,1380.0,76071.0,2376.0,45784.0,2073.0,56347.0,1426.0,357864.0,0.0,69231.0,0.0,33941.0,168849.0,149069,977228.0,2512.15
3350,2025-07-09,4,3,1.1,650,800,0,547,0,0,0,3,2,2,1,1,2,0,10800.0,1585.0,85219.0,3666.0,0.0,0.0,74525.0,2350.0,0.0,109536.0,79364.0,0.0,32535.0,38540.0,78862,516981.0,945.12
3351,2025-07-09,4,3,1.1,650,800,3,213,1,0,5,0,2,2,1,3,2,1,6254.0,702.0,30563.0,1431.0,0.0,0.0,16418.0,750.0,0.0,0.0,0.0,159006.0,20478.0,70345.0,55070,361017.0,1694.91
3352,2025-07-09,8,3,1.15,700,850,5,436,0,0,5,2,2,2,0,1,2,1,15567.0,1201.0,99740.0,3365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10034.0,12707.0,25671,168285.0,385.97
3353,2025-07-09,3,2,1.02,600,750,0,196,2,0,3,0,2,2,1,1,2,0,4095.0,680.0,79045.0,1129.0,0.0,0.0,20276.0,709.0,0.0,111496.0,50394.0,0.0,23134.0,60528.0,63267,414751.0,2116.08
3354,2025-07-09,12,3,1.0,600,750,4,372,1,3,0,3,1,4,1,1,1,1,7802.0,1078.0,57119.0,2444.0,43349.0,1662.0,56312.0,1482.0,1399077.0,0.0,45682.0,0.0,81807.0,523586.0,399852,2621251.0,7046.37
3355,2025-07-09,22,1,0.9,480,620,6,120,1,3,5,3,1,0,1,1,2,1,3590.0,532.0,12302.0,775.0,21975.0,619.0,8801.0,484.0,0.0,0.0,0.0,0.0,4061.0,15411.0,12339,80889.0,674.07
3356,2025-07-09,5,2,0.95,520,660,5,351,1,3,5,1,0,4,1,3,2,1,8131.0,979.0,61976.0,1714.0,47571.0,1262.0,37749.0,1211.0,0.0,0.0,0.0,147320.0,24850.0,96069.0,77190,506021.0,1441.65
3357,2025-07-09,0,3,1.05,600,750,5,221,2,0,0,3,1,4,1,0,2,1,6083.0,651.0,27819.0,1292.0,25925.0,901.0,23636.0,828.0,0.0,0.0,0.0,77885.0,9760.0,31189.0,37074,243042.0,1099.74
3358,2025-07-09,16,2,0.95,520,680,6,153,0,3,3,2,1,1,1,3,2,1,4255.0,532.0,59870.0,575.0,29705.0,555.0,12695.0,608.0,0.0,0.0,0.0,111320.0,21279.0,27954.0,48483,317830.0,2077.32
3359,2025-07-09,1,3,1.25,750,900,0,353,2,3,0,3,2,2,0,1,2,0,12895.0,1281.0,40600.0,2386.0,0.0,0.0,0.0,0.0,0.0,90545.0,67210.0,0.0,13499.0,36321.0,47653,312390.0,884.96
3360,2025-07-09,11,1,0.9,480,620,6,466,0,2,0,2,2,2,1,1,2,1,16517.0,1284.0,61616.0,2288.0,0.0,0.0,43891.0,1200.0,0.0,0.0,0.0,0.0,10719.0,17371.0,27880,182766.0,392.2
